gene_description,gene_rank
 folliculin interacting protein 1,1
 flotillin 2,1
 integrin subunit alpha D,1
 integrin subunit alpha E,1
 flotillin 1,1
 flavin containing dimethylaniline monoxygenase 5,1
 flavin containing dimethylaniline monoxygenase 4,1
 flavin containing dimethylaniline monoxygenase 3,1
 flavin containing dimethylaniline monoxygenase 2,1
 flavin containing dimethylaniline monoxygenase 1,1
" fission, mitochondrial 1",1
 free fatty acid receptor 1,1
 free fatty acid receptor 2,1
 insulin degrading enzyme,1
 inorganic pyrophosphatase 2,1
 glucoside xylosyltransferase 2,1
 glucoside xylosyltransferase 1,1
 inhibin subunit alpha,1
 glucagon like peptide 2 receptor,1
" glomulin, FKBP associated protein",1
 glial fibrillary acidic protein,1
 glial cells missing transcription factor 2,1
 glial cells missing transcription factor 1,1
 inner mitochondrial membrane peptidase subunit 1,1
 inner mitochondrial membrane peptidase subunit 2,1
 inorganic pyrophosphatase 1,1
 glial cell derived neurotrophic factor,1
 galanin and GMAP prepropeptide,1
 general transcription factor IIF subunit 2,1
 general transcription factor IIF subunit 1,1
 inositol hexakisphosphate kinase 1,1
 inositol hexakisphosphate kinase 2,1
 inositol hexakisphosphate kinase 3,1
 gastrin releasing peptide,1
 gastrin,1
 gap junction protein delta 2,1
 galanin receptor 3,1
 galanin receptor 2,1
 galanin receptor 1,1
 fibromodulin,1
 fibroblast growth factor 14,1
 fibrillin 1,1
 exocyst complex component 5,1
 exosome component 4,1
 interferon regulatory factor 4,1
 interferon regulatory factor 5,1
 exosome component 3,1
 interferon regulatory factor 8,1
 exosome component 2,1
 exosome component 10,1
 exosome component 1,1
 interleukin 1 family member 10,1
 exonuclease 1,1
 interleukin 1 receptor antagonist,1
 interleukin 1 receptor associated kinase 3,1
 exosome component 6,1
 exocyst complex component 4,1
 interleukin 1 receptor like 1,1
 interleukin 1 receptor like 2,1
 eukaryotic translation termination factor 1,1
 eukaryotic translation initiation factor 6,1
 eukaryotic translation initiation factor 4E binding protein 2,1
 eukaryotic translation initiation factor 4 gamma 3,1
 eukaryotic translation initiation factor 4 gamma 2,1
 eukaryotic translation initiation factor 4 gamma 1,1
 eukaryotic translation initiation factor 3 subunit H,1
 eukaryotic translation initiation factor 3 subunit E,1
 exosome component 5,1
 exosome component 7,1
 fibrillarin like 1,1
" farnesyltransferase, CAAX box, beta",1
 fibrillarin,1
 ferritin mitochondrial,1
 fatty acyl-CoA reductase 2,1
 intercellular adhesion molecule 3,1
 fatty acyl-CoA reductase 1,1
 fatty acid binding protein 7,1
 fatty acid binding protein 6,1
 fatty acid binding protein 5,1
 fatty acid binding protein 3,1
 fatty acid amide hydrolase,1
 fascin actin-bundling protein 1,1
" farnesyltransferase, CAAX box, alpha",1
 exosome component 8,1
 factor interacting with PAPOLA and CPSF1,1
 exportin for tRNA,1
 exportin 7,1
 exportin 6,1
 exportin 5,1
 exportin 4,1
 interferon gamma inducible protein 16,1
 interferon induced protein with tetratricopeptide repeats 1,1
 interferon induced protein with tetratricopeptide repeats 1B,1
 interferon induced transmembrane protein 1,1
 exosome component 9,1
 importin 9,1
 importin 7,1
 eukaryotic translation initiation factor 2B subunit epsilon,1
 importin 5,1
 guanylate cyclase activator 1A,1
 heterogeneous nuclear ribonucleoprotein C,1
 heterogeneous nuclear ribonucleoprotein M,1
 heterogeneous nuclear ribonucleoprotein U,1
 heterogeneous nuclear ribonucleoprotein U like 1,1
 guanylate binding protein 7,1
 guanylate binding protein 5,1
 guanylate binding protein 4,1
 guanylate binding protein 3,1
 guanylate binding protein 2,1
 guanylate binding protein 1,1
 growth factor receptor bound protein 10,1
 growth differentiation factor 9,1
 histamine receptor H3,1
 histamine receptor H4,1
 histatin 1,1
 histatin 3,1
 growth differentiation factor 3,1
 growth differentiation factor 2,1
 growth differentiation factor 15,1
 histidyl-tRNA synthetase 1,1
" histidyl-tRNA synthetase 2, mitochondrial",1
 growth differentiation factor 11,1
 growth differentiation factor 10,1
 growth differentiation factor 1,1
 heterogeneous nuclear ribonucleoprotein A2/B1,1
 guanylate cyclase activator 1B,1
 guanylate cyclase activator 1C,1
 heat shock transcription factor 1,1
 heparan sulfate 6-O-sulfotransferase 1,1
 heparan sulfate 6-O-sulfotransferase 2,1
 heparan sulfate 6-O-sulfotransferase 3,1
 heparan sulfate-glucosamine 3-sulfotransferase 1,1
 heparan sulfate-glucosamine 3-sulfotransferase 2,1
 heparan sulfate-glucosamine 3-sulfotransferase 3A1,1
 heparan sulfate-glucosamine 3-sulfotransferase 3B1,1
 heparan sulfate-glucosamine 3-sulfotransferase 5,1
 hematopoietic cell signal transducer,1
 hedgehog acyltransferase like,1
 hedgehog acyltransferase,1
 hepatocyte nuclear factor 4 gamma,1
 haptoglobin-related protein,1
 hepcidin antimicrobial peptide,1
 heat shock protein family H (Hsp110) member 1,1
 heat shock protein family B (small) member 2,1
 hepsin,1
 heat shock protein family A (Hsp70) member 4 like,1
 hes family bHLH transcription factor 3,1
 hes family bHLH transcription factor 4,1
 heart and neural crest derivatives expressed 1,1
 hes family bHLH transcription factor 6,1
 hes family bHLH transcription factor 7,1
" harakiri, BCL2 interacting protein",1
 growth arrest specific 6,1
 growth arrest specific 1,1
" gremlin 2, DAN family BMP antagonist",1
 hyperpolarization activated cyclic nucleotide gated potassium channel 1,1
 glycine receptor beta,1
 glycine receptor alpha 3,1
 glycine receptor alpha 2,1
 glycine receptor alpha 1,1
 hydroxycarboxylic acid receptor 1,1
 hydroxycarboxylic acid receptor 2,1
 hydroxycarboxylic acid receptor 3,1
 glycerol-3-phosphate dehydrogenase 2,1
 glycerol-3-phosphate dehydrogenase 1 like,1
 glycerol-3-phosphate dehydrogenase 1,1
 glutamyl aminopeptidase,1
 hyperpolarization activated cyclic nucleotide gated potassium channel 3,1
 glycophorin C (Gerbich blood group),1
 hypocretin neuropeptide precursor,1
 hypocretin receptor 1,1
 hypocretin receptor 2,1
 hypoxia up-regulated 1,1
 immunity related GTPase M,1
 glutamate ionotropic receptor delta type subunit 1,1
 immunoglobulin lambda like polypeptide 1,1
 immunoglobulin superfamily member 11,1
 importin 11,1
 importin 13,1
 importin 4,1
 glycophorin B (MNS blood group),1
 hyaluronan mediated motility receptor,1
" gremlin 1, DAN family BMP antagonist",1
 homeobox D1,1
 granzyme A,1
" golgin, RAB6 interacting",1
 golgi glycoprotein 1,1
 golgi brefeldin A resistant guanine nucleotide exchange factor 1,1
" golgi associated, gamma adaptin ear containing, ARF binding protein 3",1
" golgi associated, gamma adaptin ear containing, ARF binding protein 2",1
 homeobox A1,1
 homeobox A10,1
 homeobox A11,1
 homeobox A9,1
 homeobox B1,1
" golgi associated, gamma adaptin ear containing, ARF binding protein 1",1
 glycyl-tRNA synthetase 1,1
 homeodomain interacting protein kinase 1,1
 homeodomain interacting protein kinase 2,1
 homeodomain interacting protein kinase 3,1
 homeodomain interacting protein kinase 4,1
 golgi SNAP receptor complex member 2,1
 golgi SNAP receptor complex member 1,1
 glypican 4,1
 homocysteine inducible ER protein with ubiquitin like domain 1,1
 glypican 3,1
 host cell factor C1,1
 host cell factor C2,1
 eukaryotic translation initiation factor 2B subunit gamma,1
 eukaryotic translation initiation factor 2B subunit delta,1
 lysozyme like 1,1
 dedicator of cytokinesis 2,1
 cytochrome b5 reductase 4,1
" late endosomal/lysosomal adaptor, MAPK and MTOR activator 1",1
" late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",1
 cytochrome b5 reductase 3,1
" late endosomal/lysosomal adaptor, MAPK and MTOR activator 4",1
" late endosomal/lysosomal adaptor, MAPK and MTOR activator 5",1
 latent transforming growth factor beta binding protein 1,1
 cytochrome b5 reductase 2,1
 cytochrome b5 reductase 1,1
" lectin, mannose binding 1",1
" lectin, mannose binding 1 like",1
" lectin, mannose binding 2",1
 cytochrome b reductase 1,1
 cytochrome P450 family 46 subfamily A member 1,1
 cytochrome P450 family 4 subfamily X member 1,1
 leucine rich repeat containing 4B,1
 leucine rich repeat containing G protein-coupled receptor 4,1
 leucine rich repeat containing G protein-coupled receptor 5,1
 leucine rich repeat containing G protein-coupled receptor 6,1
 cytochrome P450 family 39 subfamily A member 1,1
 leucine rich repeats and immunoglobulin like domains 2,1
 cytochrome P450 family 3 subfamily A member 43,1
 leucyl and cystinyl aminopeptidase,1
 leucyl-tRNA synthetase 1,1
" leucyl-tRNA synthetase 2, mitochondrial",1
 cytochrome b5 reductase like,1
 large 60S subunit nuclear export GTPase 1,1
 cytochrome c oxidase assembly factor 1,1
 cytosolic arginine sensor for mTORC1 subunit 1,1
 decaprenyl diphosphate synthase subunit 1,1
 decapping mRNA 2,1
 klotho beta,1
 decapping mRNA 1B,1
 decapping mRNA 1A,1
" decapping enzyme, scavenger",1
 dachsous cadherin-related 2,1
 dachsous cadherin-related 1,1
 cytosolic thiouridylase subunit 2,1
 cytosolic thiouridylase subunit 1,1
 cytosolic arginine sensor for mTORC1 subunit 2,1
 cytoskeleton associated protein 4,1
 cytochrome c oxidase assembly factor 3,1
 lamin B1,1
 lamin B2,1
 cytochrome c oxidase assembly factor COX20,1
 cytochrome c oxidase assembly factor COX19,1
 cytochrome c oxidase assembly factor COX18,1
 cytochrome c oxidase assembly factor COX16,1
 cytochrome c oxidase assembly factor COX14,1
 cytochrome c oxidase assembly factor 7,1
 cytochrome c oxidase assembly factor 6,1
 cytochrome c oxidase assembly factor 5,1
 cytochrome c oxidase assembly factor 4 homolog,1
 cytochrome P450 family 27 subfamily C member 1,1
" cystinosin, lysosomal cystine transporter",1
" cysteinyl-tRNA synthetase 2, mitochondrial",1
 complexin 4,1
 lysine demethylase 1A,1
 lysine demethylase 3A,1
 lysine demethylase 3B,1
 lysine demethylase 6A,1
 crumbs cell polarity complex component 1,1
 crooked neck pre-mRNA splicing factor 1,1
 cortistatin,1
 contactin associated protein 2,1
 contactin associated protein 1,1
 contactin 2,1
 contactin 1,1
 complexin 3,1
 crumbs cell polarity complex component 2,1
 complexin 2,1
 complexin 1,1
 lysophosphatidylglycerol acyltransferase 1,1
 complement factor properdin,1
 lysophospholipase 2,1
 complement factor H related 5,1
 lysosomal associated membrane protein 3,1
 lysosomal protein transmembrane 4 alpha,1
 lysosomal protein transmembrane 4 beta,1
 lysosomal protein transmembrane 5,1
 lysozyme,1
 lysine acetyltransferase 6A,1
 cryptochrome circadian regulator 1,1
 cysteinyl-tRNA synthetase 1,1
 cyclin dependent kinase 9,1
 leukotriene B4 receptor,1
 cystatin SN,1
 lin-37 DREAM MuvB core complex component,1
 lin-52 DREAM MuvB core complex component,1
 lin-54 DREAM MuvB core complex component,1
 lin-9 DREAM MuvB core complex component,1
 cystatin SA,1
 cystatin S,1
 cystatin D,1
 cystatin C,1
 cyclin dependent kinase inhibitor 1C,1
 cyclin dependent kinase 14,1
 cryptochrome circadian regulator 2,1
 cyclin T2,1
 lipocalin 2,1
 cyclin T1,1
 lipopolysaccharide induced TNF factor,1
 lipoprotein(a),1
 cyclic nucleotide gated channel subunit beta 3,1
 lumican,1
 cullin 7,1
 cubilin,1
 crystallin alpha A2,1
 crystallin alpha A,1
 decaprenyl diphosphate synthase subunit 2,1
 dedicator of cytokinesis 4,1
 eukaryotic translation initiation factor 2B subunit beta,1
 dehydrodolichyl diphosphate synthase subunit,1
 interleukin 36 beta,1
 interleukin 36 gamma,1
 interleukin 36 receptor antagonist,1
 endoplasmic reticulum protein 29,1
 endoplasmic reticulum oxidoreductase 1 beta,1
 endoplasmic reticulum lectin 1,1
 endonuclease G,1
 endo-beta-N-acetylglucosaminidase,1
 elongation factor like GTPase 1,1
 elongation factor Tu GTP binding domain containing 2,1
 elastin,1
 inversin,1
 iodothyronine deiodinase 1,1
 iodothyronine deiodinase 2,1
 iodothyronine deiodinase 3,1
 iodotyrosine deiodinase,1
 islet cell autoantigen 1,1
 dyskerin pseudouridine synthase 1,1
 dynein light chain roadblock-type 2,1
 dynein light chain roadblock-type 1,1
 dynein light chain Tctex-type 3,1
 dynein light chain Tctex-type 1,1
 isoleucyl-tRNA synthetase 1,1
" isoleucyl-tRNA synthetase 2, mitochondrial",1
 isoprenylcysteine carboxyl methyltransferase,1
 interleukin 36 alpha,1
 interleukin 32,1
 interleukin 31 receptor A,1
 epidermal growth factor receptor pathway substrate 15 like 1,1
 eukaryotic translation initiation factor 2B subunit alpha,1
 eukaryotic translation elongation factor 1 gamma,1
 interleukin 16,1
 estrogen related receptor beta,1
 estrogen receptor binding site associated antigen 9,1
 essential meiotic structure-specific endonuclease subunit 2,1
 erythrocyte membrane protein band 4.1 like 4B,1
 erbb2 interacting protein,1
 epsin 3,1
 epsin 2,1
 epsin 1,1
 epidermal growth factor receptor pathway substrate 15,1
 interleukin 31,1
 ephrin B3,1
 ephrin B2,1
 ephrin B1,1
 eosinophil peroxidase,1
 enoyl-CoA hydratase 1,1
 interleukin 22 receptor subunit alpha 2,1
 enoyl-CoA delta isomerase 1,1
 interleukin 26,1
 enhancer of mRNA decapping 4,1
 enhancer of mRNA decapping 3,1
 engulfment and cell motility 3,1
 dual specificity phosphatase 8,1
 dual specificity phosphatase 7,1
 jumonji and AT-rich interaction domain containing 2,1
 deltex E3 ubiquitin ligase 3L,1
 desmoglein 2,1
 desmoglein 1,1
 desmocollin 2,1
 desert hedgehog signaling molecule,1
 derlin 3,1
 derlin 2,1
" deoxyribonuclease 2, lysosomal",1
 deoxyribonuclease 2 beta,1
 dentin sialophosphoprotein,1
 dentin matrix acidic phosphoprotein 1,1
 deltex E3 ubiquitin ligase 4,1
 killer cell lectin like receptor B1,1
 diaphanous related formin 2,1
 deltex E3 ubiquitin ligase 3,1
 deltex E3 ubiquitin ligase 2,1
 deltex E3 ubiquitin ligase 1,1
 killer cell lectin like receptor C4,1
 deleted in malignant brain tumors 1,1
 kinase D interacting substrate 220,1
 dehydrogenase/reductase 11,1
 kinase suppressor of ras 2,1
 kinesin family member 22,1
 kinesin family member 23,1
 kinesin family member 3A,1
 desmoplakin,1
 diaphanous related formin 3,1
 jumonji domain containing 1C,1
 kelch like family member 13,1
 dual specificity phosphatase 5,1
 dual specificity phosphatase 4,1
 dual specificity phosphatase 3,1
 dual specificity phosphatase 2,1
 kallikrein B1,1
 dual specificity phosphatase 16,1
 dual specificity phosphatase 10,1
 dual oxidase maturation factor 2,1
 dual oxidase 2,1
 dual oxidase 1,1
 dual adaptor of phosphotyrosine and 3-phosphoinositides 1,1
 kelch like family member 9,1
" diazepam binding inhibitor, acyl-CoA binding protein",1
 distal-less homeobox 5,1
 dispatched RND transporter family member 1,1
 dishevelled associated activator of morphogenesis 2,1
 dishevelled associated activator of morphogenesis 1,1
 discs large MAGUK scaffold protein 5,1
 diphosphoinositol pentakisphosphate kinase 2,1
 diphosphoinositol pentakisphosphate kinase 1,1
 dipeptidyl peptidase 4,1
 dihydropyrimidinase like 5,1
 dihydropyrimidinase like 2,1
" dicer 1, ribonuclease III",1
 bromodomain containing 7,1
 brain expressed X-linked 3,1
" prolyl-tRNA synthetase 2, mitochondrial",1
 agouti related neuropeptide,1
 peroxisomal biogenesis factor 2,1
 peroxisomal biogenesis factor 26,1
 peroxisomal biogenesis factor 3,1
 peroxisomal biogenesis factor 5,1
 peroxisomal biogenesis factor 5 like,1
 peroxisomal biogenesis factor 6,1
 peroxisomal biogenesis factor 7,1
 peroxisomal membrane protein 2,1
 peroxisomal membrane protein 4,1
 peroxisomal trans-2-enoyl-CoA reductase,1
 adaptor related protein complex 4 subunit sigma 1,1
 adaptor related protein complex 4 subunit mu 1,1
 adaptor related protein complex 4 subunit epsilon 1,1
" phenylalanyl-tRNA synthetase 2, mitochondrial",1
 phenylalanyl-tRNA synthetase subunit alpha,1
 phenylalanyl-tRNA synthetase subunit beta,1
 adaptor related protein complex 4 subunit beta 1,1
 adaptor related protein complex 3 subunit sigma 2,1
 adaptor related protein complex 3 subunit sigma 1,1
 adaptor related protein complex 3 subunit mu 2,1
 adaptor related protein complex 3 subunit mu 1,1
 adaptor related protein complex 3 subunit delta 1,1
 adaptor related protein complex 3 subunit beta 2,1
 adaptor related protein complex 3 subunit beta 1,1
 acyl-CoA binding domain containing 3,1
 peroxisomal biogenesis factor 19,1
 peroxisomal biogenesis factor 16,1
 peroxisomal biogenesis factor 14,1
 peptidylprolyl isomerase H,1
 patatin like phospholipase domain containing 7,1
 pelota mRNA surveillance and ribosome rescue factor,1
 pepsinogen A3,1
 pepsinogen A4,1
 pepsinogen A5,1
 peptide YY,1
 peptidyl arginine deiminase 4,1
" peptidylprolyl cis/trans isomerase, NIMA-interacting 1",1
 peptidylprolyl isomerase A,1
 peptidylprolyl isomerase E,1
 adhesion G protein-coupled receptor B1,1
 peptidylprolyl isomerase like 1,1
 peroxisomal biogenesis factor 13,1
 peptidylprolyl isomerase like 2,1
 perilipin 2,1
 perilipin 4,1
 perilipin 5,1
 peroxiredoxin 5,1
 peroxisomal biogenesis factor 1,1
 peroxisomal biogenesis factor 10,1
 peroxisomal biogenesis factor 11 alpha,1
 peroxisomal biogenesis factor 11 beta,1
 peroxisomal biogenesis factor 11 gamma,1
 peroxisomal biogenesis factor 12,1
 activity regulated cytoskeleton associated protein,1
 activin A receptor like type 1,1
 phosphatidylinositol glycan anchor biosynthesis class Z,1
 X-ray repair cross complementing 5,1
 ZFP30 zinc finger protein,1
 ZFP28 zinc finger protein,1
 ZFP14 zinc finger protein,1
 ZFP1 zinc finger protein,1
 YOD1 deubiquitinase,1
 YKT6 v-SNARE homolog,1
" YES proto-oncogene 1, Src family tyrosine kinase",1
 Y-box binding protein 3,1
" XPC complex subunit, DNA damage recognition and repair factor",1
